algo,n,ms
quickhull,10000,972
quickhull,10000,991
quickhull,10000,936
quickhull,10000,1051
quickhull,10000,995
quickhull,10000,933
quickhull,10000,931
quickhull,10000,933
quickhull,10000,933
quickhull,10000,946
quickhull,10000,945
quickhull,10000,1139
quickhull,10000,932
quickhull,10000,942
quickhull,10000,936
quickhull,10000,948
quickhull,10000,939
quickhull,10000,940
quickhull,10000,1097
quickhull,10000,940
quickhull,10000,935
quickhull,10000,921
quickhull,10000,960
quickhull,10000,936
quickhull,10000,953
quickhull,10000,982
quickhull,10000,966
quickhull,10000,983
quickhull,10000,966
quickhull,10000,942
quickhull,10000,995
quickhull,10000,951
quickhull,10000,960
quickhull,10000,980
quickhull,10000,955
quickhull,10000,1008
quickhull,10000,950
quickhull,10000,939
quickhull,10000,946
quickhull,10000,941
quickhull,10000,944
quickhull,10000,946
quickhull,10000,1032
quickhull,10000,1078
quickhull,10000,997
quickhull,10000,932
quickhull,10000,1035
quickhull,10000,960
quickhull,10000,1072
quickhull,10000,956
quickhull,10000,964
quickhull,10000,1089
quickhull,10000,964
quickhull,10000,966
quickhull,10000,943
quickhull,10000,996
quickhull,10000,951
quickhull,10000,954
quickhull,10000,951
quickhull,10000,960
quickhull,10000,966
quickhull,10000,941
quickhull,10000,1098
quickhull,10000,963
quickhull,10000,953
quickhull,10000,1025
quickhull,10000,971
quickhull,10000,945
quickhull,10000,1026
quickhull,10000,941
quickhull,10000,951
quickhull,10000,934
quickhull,10000,943
quickhull,10000,925
quickhull,10000,982
quickhull,10000,968
quickhull,10000,993
quickhull,10000,968
quickhull,10000,932
quickhull,10000,962
quickhull,10000,931
quickhull,10000,925
quickhull,10000,947
quickhull,10000,929
quickhull,10000,931
quickhull,10000,938
quickhull,10000,960
quickhull,10000,928
quickhull,10000,932
quickhull,10000,1122
quickhull,10000,937
quickhull,10000,926
quickhull,10000,1072
quickhull,10000,915
quickhull,10000,906
quickhull,10000,1089
quickhull,10000,921
quickhull,10000,916
quickhull,10000,1106
quickhull,10000,925
